STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ADJUSTMENT,Adjustment,ACTIVITY,Economic activity,POLLUTANT,Pollutants,ACTIVITY_SCOPE,Activity scope,METHODOLOGY,Methodology,SOURCE,Source,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2015-Q2,,116530900,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2015-Q3,,108988700,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2015-Q4,,131061000,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2016-Q1,,142872900,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2016-Q2,,112070900,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2016-Q3,,100493400,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2016-Q4,,134682100,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2017-Q1,,138363600,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2017-Q2,,105356300,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2017-Q3,,99016200,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2017-Q4,,131494000,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2018-Q1,,143462100,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2018-Q2,,106674100,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2018-Q3,,100751300,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2018-Q4,,127674000,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2019-Q1,,133142200,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2019-Q2,,108564200,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2019-Q3,,97117000,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2019-Q4,,128062600,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2020-Q1,,128906100,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2020-Q2,,81512600,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2020-Q3,,84836400,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2020-Q4,,114690200,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2021-Q1,,120630500,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2021-Q2,,97629800,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2021-Q3,,87397500,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2021-Q4,,117162500,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2022-Q1,,120712100,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2022-Q2,,100531300,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2022-Q3,,94172200,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2022-Q4,,114974000,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2023-Q1,,117897000,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2023-Q2,,95701200,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2023-Q3,,89697000,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2023-Q4,,112644200,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,GBR,United Kingdom,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,N,Neither seasonally adjusted nor calendar adjusted,ATU_HH,All ISIC activities and activities of households,CO2,Carbon dioxide,RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2024-Q1,,119293200,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2015-Q1,,101104667.968875,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2015-Q2,,102903399.721934,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2015-Q3,,104325988.224762,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2015-Q4,,105439372.385134,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2016-Q1,,108791695.06552,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2016-Q2,,109637227.271357,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2016-Q3,,110479157.387286,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2016-Q4,,110897094.444247,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2017-Q1,,111103911.996224,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2017-Q2,,109580089.002943,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2017-Q3,,109877664.293394,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2017-Q4,,111199713.305703,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2018-Q1,,111834983.129161,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2018-Q2,,111340040.380106,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2018-Q3,,111225089.04401,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2018-Q4,,111160478.059586,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2019-Q1,,112368212.848401,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2019-Q2,,113057463.370835,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2019-Q3,,113100778.02858,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2019-Q4,,111290897.940072,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2020-Q1,,108248946.308935,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2020-Q2,,101677016.540196,,,,,,0,Zero
DATAFLOW,OECD.SDD.NAD.SEEA:DSD_AEA@DF_AEA(1.1),Air Emissions Accounts,I,OECD,OECD,Q,Quarterly,EMISSIONS,Emissions,T_CO2E,Tonnes of CO2-equivalent,S,"Seasonally adjusted, not calendar adjusted",F,Construction,GHG,Greenhouse gases (excludes carbon dioxide from biomass used as a fuel),RES,Activities by residents,_Z,Not applicable,ESTIMATED,Estimated by OECD,2020-Q3,,106201123.286661,,,,,,0,Zero
